2023-01-05 13:17:17,858 - Client added
2023-01-05 13:17:17,859 - Client removed
2023-01-05 13:17:17,860 - Client removed
2023-01-05 13:17:34,059 - Client added
2023-01-05 13:17:34,060 - Client removed
2023-01-05 13:17:34,061 - Client removed
2023-01-05 14:25:11,614 - Client added
2023-01-05 14:25:11,615 - Client removed
>>>>>>> c513d892c78e65bf9706ce5c5f7bf117ad13f414
2023-01-06 17:09:12,093 - Caller added
2023-01-06 17:09:36,832 - Client removed
2023-01-06 17:09:45,924 - Caller added
2023-01-06 17:11:21,654 - Client removed
2023-01-06 17:12:47,953 - Caller added
2023-01-06 17:13:21,537 - Client removed
2023-01-06 17:13:31,311 - Caller added
2023-01-06 17:13:36,769 - Player added
2023-01-06 17:13:39,773 - Client removed
2023-01-06 17:13:41,512 - Client removed
2023-01-06 17:14:04,454 - Caller added
2023-01-06 17:15:03,249 - Caller added
2023-01-06 17:15:06,848 - Player added
2023-01-06 17:15:47,430 - Caller added
2023-01-06 17:15:50,942 - Player added
2023-01-06 17:15:58,608 - Client removed
2023-01-06 17:16:06,989 - Client removed
2023-01-06 17:16:09,379 - Client removed
2023-01-06 22:56:23,007 - Caller added
2023-01-06 23:00:11,351 - Client removed
2023-01-06 23:01:34,872 - Client removed
2023-01-07 01:28:36,678 - Caller added
2023-01-07 01:29:39,211 - Caller added
2023-01-07 02:03:27,003 - Caller added
2023-01-07 02:03:37,004 - Client removed
2023-01-07 02:04:58,412 - Caller added
2023-01-07 02:05:08,420 - Client removed
2023-01-07 02:08:31,808 - Caller added
2023-01-07 02:10:50,150 - Caller added
2023-01-07 02:11:38,001 - Caller added
2023-01-07 02:13:39,423 - Caller added
2023-01-07 02:14:48,394 - Caller added
2023-01-07 02:15:45,843 - Caller added
2023-01-07 02:16:13,359 - Caller added
2023-01-07 02:20:55,908 - Caller added
2023-01-07 02:36:58,906 - Caller added
2023-01-07 02:55:37,626 - Caller added
2023-01-07 02:56:25,649 - Caller added
2023-01-07 02:58:23,514 - Caller added
0 , 2023-01-08 16:24:15,699 , e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855 , Caller added
1 , 2023-01-08 16:24:19,879 , 5c758b18566cd3abc2a8ca6b30631620a35acb54a0f043a801b4f046f753c4ba , Caller added
2 , 2023-01-08 16:24:26,944 , 4627982aaef8a3b2663d8dcee6a3520e970ccceb7b4199e060f57c4bdc7f4a08 , Caller added
2 , 2023-01-08 16:24:34,645 , 7dc89a4977978ee20cd727af10a338ecda5b8bb7a2f03a3161438a9dd3eae2d5 , Playing area closed
2 , 2023-01-08 16:24:34,650 , 1ac4840ea5fe9e41008920035b966db2d46306d2185f3ff55a755aca46a19df0 , Caller sent a signed deck
0 , 2023-01-08 16:26:18,636 , e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855 , Caller added
1 , 2023-01-08 16:26:21,802 , 2d1a791e267d050c1625b5f793da94f225cce5aec182d906f52da475affb307c , Caller added
2 , 2023-01-08 16:26:24,086 , 5d054780b8a9e5fa2809ab8d8ee142077efab8cae600ac932bc45e7855035813 , Caller added
2 , 2023-01-08 16:26:27,085 , d1d8ad53e380037415dbbc767b2a294ec137719818d0c988f92425345d7b8aec , Playing area closed
2 , 2023-01-08 16:26:27,089 , 05a7685ba9f525b2071c4d200d79d23dc2b3393dde3375d73b0bf6105edce6fb , Caller sent a signed deck
0 , 2023-01-08 16:28:16,553 , e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855 , Caller added
1 , 2023-01-08 16:28:20,052 , 842c194c7f3d51e6e4d671f4892ee09c325f1a40a3f6569a5b770d74d0824c5f , Caller added
2 , 2023-01-08 16:28:22,944 , 3bfb19c4fe4e87a95d890c4a15576ba6f424a36df83f64e594590aa080db417d , Caller added
2 , 2023-01-08 16:28:26,017 , 9f8a5453bf99269461a7f6cbfaf645a5ac149dbfa8171e407d81ecd5b649d6b6 , Playing area closed
2 , 2023-01-08 16:28:26,020 , 33e5567606933553056be58e3d067af1e0560e1ff9707bb39aafa40668dbc25b , Caller sent a signed deck
0 , 2023-01-08 16:33:50,294 , e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855 , Caller added
1 , 2023-01-08 16:33:53,550 , bb63c513e075426ae9e022f3c5eaab8d63dec79b7f9ccb4a0842dd3f72022b12 , Caller added
1 , 2023-01-08 16:33:53,551 , 06bda87879a177ec0707cb816f0771ffc7973dcfec4f40e9888f9f327e35393f , Caller added
0 , 2023-01-08 16:42:32,136 , e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855 , Caller added
1 , 2023-01-08 16:42:39,558 , 6995ac060436b9d9ea425e6a37b093fcb913d1c0e35bf27e67e5b1f4cd850de4 , Caller added
1 , 2023-01-08 16:42:39,559 , f012487d8bd9721179d46287a8a0ae03fb2165e4aca55fe25b64780806d12bde , Caller added
2 , 2023-01-08 16:43:39,940 , c36aaca151d3f11900b5ad27f53f8bd53bbffb23e0c2b4ed19cf69a6e555c10f , Caller added
2 , 2023-01-08 16:43:39,941 , bf543b9372b9f6ebf182b1be1eaca6b8f537c38b1895399086b81ba9dbbfb05a , Caller added
3 , 2023-01-08 16:44:09,001 , af380c5efe0a062dc67d66dbe52f88335fc99cfaf6350dbb9ae1006ed96fd1dc , Caller added
3 , 2023-01-08 16:44:09,002 , 76f1cac23819c575bb13732dd80affcb82e57f4637f4dc65f7eadef520949ee0 , Caller added
0 , 2023-01-08 16:44:18,947 , e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855 , Caller added
1 , 2023-01-08 16:44:23,198 , 4a72f71ec66ebccc17e199577de78e1031aafc8e1d4b0cb031f3e65141ed71e5 , Caller added
2 , 2023-01-08 16:44:28,048 , 4e95798ed6a826430a22fce14ba1652e5fd17cc898f1a3eb6b4258fb8462e413 , Caller added
2 , 2023-01-08 16:44:31,631 , be6ff8a566521fa87e94497b52322ddb55375d6433488132bb19cf7c81279893 , Playing area closed
2 , 2023-01-08 16:44:31,636 , 5993549e685d8c473fd4db6b2192e711884eb29cd992cc838796d7392d0ef1e6 , Caller sent a signed deck
0 , 2023-01-08 16:46:36,179 , e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855 , Caller added
1 , 2023-01-08 16:46:37,812 , 14f13357bd65cffdd03a6921f7ec42f325e87715a86c9dbf7fccbeb9cda84a27 , Player added
2 , 2023-01-08 16:46:39,644 , fa9a4e2edef9f8bacd315d9b7e6d2dee7072305f8bd6f4f432f75d1d75497902 , Player added
2 , 2023-01-08 16:47:01,750 , 812a43f91e9d06e655302935acb4987400136d583e14b0c43afa76829e4a6bb1 , Playing area closed
2 , 2023-01-08 16:47:01,752 , 5ceb29f2e17efc32f79dbf4f74bb11a6637c1274a1d5cf8f18104da8b0a9dede , Caller sent a signed deck
